id,lat,lon,name,street,postcode,brand
4603408818,51.642995,-0.1623662,at Sophie's,Cat Hill,,
4604724957,51.547621,0.0056847,Bromley Cafe,Leytonstone Road,E15 1JA,
4607846848,51.5912398,-0.1039766,Rosten,High Road,N22 6BX,
4608144332,51.5458955,-0.0542598,Dilara's Cafe,Morning Lane,E9 6NA,
4608735030,51.5367504,-0.0003649,The Grand,Cam Road,E15 2SN,
4608735031,51.5354424,-0.0005084,Sodexo Ltd,Burford Road,E15 2SP,
4608735078,51.5400712,-0.011167,Street & Co Cafe,,E20 2AQ,
4609797692,51.5403798,0.0011265,Stratford Best Coffee / Meze & Grill,Broadway,E15 4BQ,
4616981789,51.5109761,-0.1452135,Leica Coffee Shop,Bruton Place,,
4617068609,51.4019938,-0.1940168,La Lavella,London Road,SM4 5HT,
4621862206,51.5109844,-0.0874537,Rosslyn,Cannon Street,EC4N 6AS,
4635923534,51.4594436,-0.1245598,Sam's Cafe,Acre Lane,,
4635970583,51.4598787,-0.1294495,Laryn,,,
4635977515,51.459836,-0.1298351,Fantasia Cafe,,,
4638026918,51.5278349,-0.1333737,Starbucks,,,Starbucks
4638555141,51.4216987,-0.2083435,Caffè Nero,,SW19 4DP,Caffè Nero
4638555142,51.4199826,-0.2108474,Guild Café,Worple Road,SW19 4EF,
4640098331,51.4610029,-0.1359803,Star Cafe,Clapham Park Road,,
4640508150,51.5478743,-0.11113,Freightliners City Cafe,,,
4643175324,51.4631512,-0.133714,UK Coffee Shop,,,
4649408357,51.4639175,-0.116628,Beans and Beats,,,
4649408364,51.4639547,-0.1162037,Zula,Ferndale Road,,
4654216334,51.6083632,0.1080293,Hainault Cafe,Manford Way,IG7 4DJ,
4661317159,51.5126371,-0.1077178,Hilliard,Tudor Street,EC4Y 0AY,
4663249890,51.5425998,-0.1489293,Cereal Killer Cafe,Chalk Farm Road,NW1 8AH,
4670675589,51.5557562,-0.1775216,Mani's,Perrin's Court,NW3 1QS,
4677251727,51.5465015,-0.1904104,Wired Co.,Broadhurst Gardens,NW6 3AY,
4677251787,51.5431459,-0.1793041,Habiba's Deli,Fairfax Road,,
4678163355,51.5871535,-0.0608271,Asda Café,Broad Lane,N15 4QD,Asda
4681022565,51.5346213,0.1105862,Savoy Cafe,Lodge Avenue,RM9 4QS,
4682056604,51.5590788,-0.1785543,LLS Café Deli,Heath Street,NW3 6SS,
4682088112,51.6526207,-0.0546587,Abbey's Cafe C/o Selco,Crown Road,EN1 1TX,
4683826098,51.5160359,-0.1083957,Old Spike,Great New Street,EC4A 3BN,
4683826104,51.5156812,-0.1088347,Coco Di Mama,Nevill Lane,EC4A 3AP,
4684958738,51.5111941,-0.083758,Skygarden - Sky Pod Café/Bar,Fenchurch Street,EC3M 3BY,
4685849441,51.54428,-0.0268221,Wick Cafe,Felstead Street,E9 5LT,
4687847190,51.5769634,-0.1458527,High Gate Cafe,,,
4687847198,51.5772083,-0.1464087,Be'la Cafe,Archway Road,,
4699346265,51.5088553,-0.2628601,Hopper Coffee,Churchfield Road,,Hopper Coffee
4701327855,51.5161406,-0.1762901,Cafe Ritazza,,,
4704552900,51.4875014,-0.1189592,The Old Dairy Cafe,,,
4707451612,51.5812624,-0.1235016,Sourdough Sophia,Middle Lane,,
4711767692,51.5193422,-0.1403461,Kin,Foley Street,W1W 6DT,
4715766180,51.5022478,0.0373674,Cafe Bonnane,Agnes George Walk,E16 2FN,
4715903696,51.5185966,-0.1380291,Volonté,Mortimer Street,W1T 3JJ,
4717400785,51.4612484,-0.1367496,Coffee Wake Cup,Clapham Park Road,,
4718334253,51.4595022,-0.1254412,Selina Cafe,Acre Lane,,
4721061535,51.4197515,-0.202476,Cafe Mori,The Broadway,SW19 1RQ,
4721090641,51.4646593,-0.1615362,Spread,Lavender Hill,SW11 5TG,
4723152993,51.4595099,-0.1255363,Piece of Cake,Acre Lane,,
4729170623,51.5045572,-0.0557968,Urban Baristas,Wapping High Street,E1W 3PA,Urban Baristas
4736689780,51.4192858,-0.1977031,Rosy Lea Cafe,The Broadway,SW19 1RY,
4737105546,51.4983856,-0.1166978,Old Paradise Yard,,,
4739692723,51.5239566,-0.0933688,Market Restaurant,Whitecross Street,,
4741390851,51.4794598,-0.0943963,Ace Internet Cafe,,,
4741960424,51.4195972,-0.1949014,Polka Café,,,
4742451107,51.6525658,-0.0907784,Leo's Coffee Shop,,,
4756123405,51.5752476,-0.3708508,Costa,Rayners Lane,,Costa
4769774464,51.5143182,-0.1079686,Java Java Coffee,Fleet Street,EC4A 2DQ,
4770679167,51.6082249,-0.3652017,Morrisons Cafe,,,
4770679170,51.5950855,-0.38376,Copper Kettle Cafe,,,
4775013257,51.5035086,-0.0822593,Low Line Louie,Holyrood Street,,
4775980532,51.4974383,-0.2274537,Bertotti,Hammersmith Grove,,
4776491865,51.501416,-0.0822684,Chapter 72,Bermondsey Street,SE1 3UD,
4779511336,51.5051398,-0.0874137,Starbucks,Shard Arcade,,Starbucks
4779511339,51.5049599,-0.0872528,Three Wheels Coffee,Shard Arcade,,
4782807142,51.5144462,-0.1259157,Ole & Steen,Neal Street,,Ole & Steen
4784656731,51.50377,-0.0748378,Caffe Paradiso,Shad Thames,SE1 2NJ,
4784656735,51.5036514,-0.074418,WatchHouse,Shad Thames,SE1 2NJ,WatchHouse
4784703221,51.5617458,-0.1110355,Le Rif Cafe,Seven Sisters Road,N7 7PX,
4784703222,51.5996879,-0.1958981,Finchley Kitchen,Regent's Park Road,N3 1DP,
4785850498,51.442,-0.1875016,Starbucks,Garratt Lane,SW18 4SW,Starbucks
4788706480,51.5084736,-0.1948822,Panache,Kensington Church Street,W8 4DP,
4792554221,51.5252782,-0.070475,Lady Dinah's Cat Emporium,Bethnal Green Road,E2 6DG,
4792962952,51.569607,-0.4380322,Coffee Bar,,,
4794782123,51.4239406,-0.1469618,Naked loaf,,,
4795980911,51.5148466,-0.0734926,Department of Coffee and Social Affairs,Whitechapel High Street,E1 7QA,
4799199326,51.4220212,-0.2003106,Bliss in the Park,,,
4799306529,51.5116643,-0.1228449,Crème de la Crêpe,Covent Garden,WC2E 8RE,
4802106555,51.4913212,-0.0751241,Crol & Co.,Dunton Road,SE1 5TW,
4803496604,51.5222164,-0.1580879,The Veg Box,Marylebone Road,,
4804700428,51.5264838,-0.0632352,Café 338,Bethnal Green Road,E2 0AG,
4812007429,51.5295259,-0.0690082,Jack Garcia Coffee,Columbia Road,E2 7RG,
4812498221,51.4342969,-0.2136468,The Wingfield,,,
4818149161,51.4509877,-0.085289,Au Ciel,Calton Avenue,,
4818149168,51.4511814,-0.0857027,Le Poisson De Mer Deef,,,
4818237777,51.4493145,-0.0853876,Romeo Jones,Dulwich Village,SE21 7AJ,
4818238052,51.4489372,-0.0850053,GAIL's,Dulwich Village,SE21 7BJ,GAIL's Bakery
4821946844,51.4679579,-0.0895584,FCB,Windsor Walk,SE5 8BB,
4825447513,51.4081406,-0.1855145,Barn Owl Cafe,,,
4832759822,51.4144251,-0.2816133,Café Qualitá,,,
4832762485,51.4895732,-0.0859572,Unknown,,,
4837173722,51.5124165,-0.1272427,Coffee Island,Upper Saint Martin's Lane,,
4837714973,51.5547936,-0.1146599,Titanic,Holloway Road,,
4839157847,51.5201837,-0.1516604,31 Below,Marylebone High Street,,
4839700656,51.4479818,-0.1011113,Café Lulu,Rosendale Road,SE24 9DL,
4841410817,51.5316738,-0.124463,Petit Pret,,,Petit Pret
4842767920,51.4884294,-0.1662033,Starbucks,King's Road,,Starbucks
4846616781,51.5312405,-0.0477968,Cafe Avenue,St. James's Avenue,E2 9JD,
4847771821,51.4460103,-0.0857788,Flotsam & Jetsam,,,
4852140001,51.5139767,-0.1493427,Joe & The Juice,,,Joe & The Juice
4852330084,51.5137585,-0.1510238,Fernandez & Wells,Duke Street,W1K 5NR,
4855558089,51.5103804,-0.1874131,Lo Spuntino,Bayswater Road,,
4856528749,51.4554235,-0.0364702,Cafe at the Library,,,
4859816461,51.5101525,-0.1314878,Costa,Coventry Street,W1D 6BZ,Costa
4863526004,51.4960029,-0.1089384,Museum Café,,,
4867275399,51.5022771,-0.0850517,Moriska,,,
4868244109,51.5157665,-0.0227499,e5 Poplar Bakehouse,Cotall Street,E14 6TL,
4874956307,51.4803049,-0.1242006,Wedding House,,,
4880158822,51.5196528,-0.1118903,Konditor & Cook,Gray's Inn Road,WC1X 8LR,
4890097988,51.5424758,-0.1032126,ginger & lime juice bar,Upper Street,N1 1RQ,
4890107851,51.5358037,-0.1039908,Bubbleology,,,
4893190364,51.5087337,-0.1341103,Costa,Regent Street,SW1Y 4LR,Costa
4894241433,51.4262058,-0.0531984,Shirin,Sydenham Road,SE26 5QW,
4895959823,51.5291071,-0.0837546,Friends of Ours,Pitfield Street,N1 6BU,
4903937023,51.4947759,-0.188459,Cafe Cruise,Cromwell Road,SW7 4EF,
4905664875,51.4412058,-0.1873659,DeRosier Chocolate and Coffee,Garratt Lane,SW18 4HP,
4905696281,51.5213615,-0.1285754,Weston Common Room and Café,Malet Street,WC1E 7HU,
4906774364,51.5732958,-0.1410626,Freyja,,,
4915614667,51.5029756,-0.2357254,Teanamu Chaya Teahouse,Melina Road,W12 9HZ,
4917186721,51.5197872,-0.11744,Fairly Square,Red Lion Street,,
4919033421,51.525164,-0.126477,Bloomsbury Coffee House,Tavistock Place,WC1H 9RE,
4922741799,51.4614436,-0.1139074,Phoenix Cafe,,,
4924921021,51.4658495,-0.1252409,Cafe Cairo,Landor Road,,
4929337118,51.5291766,-0.1266125,Origin,Euston Road,NW1 2DB,Origin Coffee
4938045322,51.5401985,-0.1506858,Melrose and Morgan,Gloucester Avenue,,
4947820292,51.5901772,-0.1436418,Starbucks,Muswell Hill Broadway,N10 3RU,Starbucks
4948602209,51.5164991,-0.0777466,Bean about Town,Devonshire Square,EC2M 4YE,
4954373917,51.503347,-0.091449,Caffè Nero,,,Caffè Nero
4958184052,51.4694634,-0.2090522,Rude Health Cafe,New King's Road,SW6 4NZ,
4959842421,51.525495,-0.0705737,Holy Shot,Bethnal Green Road,E2 7DG,
4974000356,51.469717,-0.0690787,Larry's,Blenheim Grove,SE15 4QL,
4975270294,51.4826242,-0.1363637,Black Cab Coffee Co,Riverlight Quay,SW11 8AU,
4986947821,51.5221032,-0.1108982,La Casetta Cafe,Clerkenwell Road,EC1R 5DU,
4987188987,51.5013084,-0.1247688,Costa,,SW1A 2JR,Costa
4988020302,51.4765898,-0.0325106,Pronto Coffee,,,
4998727598,51.5935157,-0.0873071,Hub Café,,,
5001535598,51.5912728,-0.1379996,Little Dinosaurs,Alexandra Palace Way,N10 2DP,
5002433122,51.528276,-0.0905991,Westland Coffee & Wine,Westland Place,N1 7LP,
5003524658,51.4882139,-0.0570586,Mel's Cafe,Ilderton Road,SE16 3JU,
5009784625,51.4397405,-0.1866156,The Eclectic Collection,Garratt Lane,SW18 4ST,
5012281286,51.5116204,-0.122868,Aubaine deli,,,
5012376273,51.4694859,-0.0876647,ORTUS Cafe,Grove Lane,SE5 8SN,
5029665758,51.5318059,-0.1280516,Crick Cafe,,,
5038895987,51.5111587,-0.0189002,Café Maritime,East India Dock Road,E14 6DF,
5039142921,51.4924021,-0.1929951,Over Under,Earl's Court Road,SW5 9RD,
5039987594,51.5063667,-0.1306339,ICA Café Bar,,,
5041453021,51.5180789,-0.0904525,Pain Quotidien,Fore Street Avenue,EC2Y 9DT,
5043754021,51.5818782,-0.1265185,Velasquez and Van Wezel,Park Road,N8 8JQ,
5043775732,51.5077842,-0.0751984,New Armouries Cafe,Tower Hill,EC3N 4AB,
5043775733,51.4978073,-0.1413854,M&S Café,,,Marks & Spencer
5046125422,51.4935675,-0.1743617,Starbucks,Old Brompton Road,,Starbucks
5058649006,51.4743532,-0.0933391,Sunrise Cafe,Camberwell Green,SE5 7AF,
5060473044,51.5317079,-0.1268681,Joe & The Juice,,,Joe & The Juice
5061630784,51.4980286,-0.1839375,Fait Maison,Gloucester Road,,
5062530019,51.464307,-0.1620331,Cafe Parisienne,Lavender Hill,SW11 1JR,
5064643683,51.5152731,-0.1192076,Soho Coffee,Kingsway,WC2B 6TD,
5068364650,51.4650533,-0.1143413,T4 Tea For U,Brixton Road,,T4
5071317255,51.4945028,-0.1828046,Blank Street Coffee,,,Blank Street Coffee
5071317266,51.4976185,-0.1839733,Unknown,Gloucester Road,,
5071317281,51.4979774,-0.1835741,Starbucks,Gloucester Road,,Starbucks
5076977522,51.5408016,0.2148968,Ingrebourne Valley Visitor Centre,Squadrons Approach,RM12 6DF,
5085247500,51.4654763,-0.1155946,Quality Cafe,,,
5094708828,51.5183876,-0.1323856,Costa,Tottenham Court Road,W1T 1BX,Costa
5094723050,51.3756081,-0.177508,Tudor Cafe,Wrythe Lane,SM5 2RU,
5096003079,51.5402243,-0.1511934,Primrose Bakery,,,
5101585969,51.5283742,-0.1190311,The Chapel,Gray's Inn Road,WC1X 8DP,
5108070422,51.5170562,-0.067928,Baristas Lounge,Whitechapel Road,E1 1DU,
5108070427,51.5232361,-0.0419601,Cafe Grad,Mile End Road,E1 4NS,
5109374021,51.6128519,-0.2964414,Good Friends Cafe,,,
5110356233,51.4628964,-0.0235599,Vanilla's Coffee,Brookbank Road,SE13 7DA,
5111050924,51.5140364,-0.1493368,Notes,Oxford Street,W1C 2JS,Notes
5115859227,51.5211097,-0.109969,Attendant,Leather Lane,,
5121004121,51.4053202,0.0156508,Starbucks,Market Square,BR1 1NA,Starbucks
5124004326,51.4684764,-0.1196264,Cafe Estrelicia,,,
5124443121,51.5412526,-0.1391952,Costa,Camden Road,NW1 9LR,Costa
5140877006,51.4299846,-0.1045389,Frangipangi,Knight's Hill,SE27 0JL,
5140918859,51.4313018,-0.1043571,Internet Cafe,Knight's Hill,SE27 0JD,
5141491945,51.4400922,-0.1054814,Carlos's Bicafe,Station Rise,SE27 9BW,
5141528242,51.6040093,-0.3558208,Elmes Cafe,Long Elmes,HA3 6LE,
5141574664,51.4395021,-0.1060341,BUTTER UP Coffee,Norwood Road,SE27 9BQ,
5141589361,51.439442,-0.1060366,Tulse Hill Cafe,Norwood Road,SE27 9BQ,
5142761580,51.4406405,-0.1063764,Creative Aroma,Norwood Road,SE27 9AZ,
5142968776,51.4348612,-0.1037532,Brazil Café,Norwood Road,SE27 9DL,
5142968789,51.4351814,-0.1041877,Delicious Cafe,Norwood Road,SE27 9AF,
5142968795,51.4355802,-0.1039825,Bon Velo,Norwood Road,SE27 9DJ,
5142968808,51.4362423,-0.1043446,Sweet Portugal,Norwood Road,SE27 9DJ,
5147703991,51.5154796,-0.0901481,Black Sheep Coffee,Coleman Street,EC2R 5EH,Black Sheep Coffee
5150434822,51.5150736,-0.3369939,The Twins Healthy Habitat,Drayton Bridge Road,,
5161384722,51.5149091,-0.0831861,Joe & The Juice,Bishopsgate,EC2N 3AR,Joe & The Juice
5165768121,51.5151388,-0.0842029,Paul in Tower 42,Old Broad Street,EC2N 1HQ,
5167477878,51.5321997,-0.3097112,Costa,Alperton Lane,UB6 8DH,Costa
5175810621,51.5102533,-0.1904595,Urban Meadow Cafe,,W2 4RT,
5178568908,51.5946261,-0.3826496,Ahimsa The Vegan Cafe,,,
5179380921,51.5228566,-0.2597756,Costa,,,Costa
5180399561,51.514514,-0.1222638,Mandira,Long Acre,WC2E 9NG,
5188912376,51.5846694,-0.2298555,Costa Express,,,Costa Express
5196261388,51.5595442,-0.3796016,Eat Well Cafe,Eastcote Lane,,
5197677087,51.4969039,-0.1389649,CoCo Fresh Tea & Juice,Victoria Street,SW1E 6RD,CoCo
5198143023,51.5622722,-0.3715798,Chef's Treat,Eastcote Lane,,
5200833131,51.4996549,-0.1193201,AMT Coffee,Lambeth Palace Road,SE1 7EH,AMT Coffee
5200840817,51.4981906,-0.1180011,AMT Coffee,Lambeth Palace Road,SE1 7EH,AMT Coffee
5204301129,51.6262336,-0.2689334,Lola’s Cakes Sweets and Snacks,Glengall Road,,
5204905091,51.4157273,-0.1916249,Eggs Benedict,,,
5205813438,51.4972579,-0.1386029,Joe & The Juice,,,Joe & The Juice
5207251548,51.5249636,-0.1141568,The Café,Phoenix Place,,
5210918478,51.5485436,-0.1177942,Starbucks,,,Starbucks
5211002735,51.5057301,-0.0833184,Costa,Tooley Street,SE1 2HD,Costa
5211002737,51.5054881,-0.083639,Cinq,Tooley Street,SE1 2HD,
5211264292,51.5362871,-0.0817204,Trew Era Cafe,Whitmore Road,N1 5QA,
5211746464,51.4989396,-0.1431272,Palace Restaurant,Buckingham Palace Road,SW1W 0QP,
5213654227,51.4976701,-0.143354,Notes,Sir Simon Milton Square,SW1E 5DJ,Notes
5221515321,51.5374871,-0.216115,An Other Cup,Wrentham Avenue,,
5221528784,51.4962643,-0.1472199,food filosophy,Lower Belgrave Street,SW1W 0LJ,
5222945584,51.5855205,-0.0539649,The Larder,,,The Larder
5223708040,51.3765627,-0.0927795,Tasty Bites,George Street,CR0 1LF,
5231189089,51.5132371,-0.0996441,Soho Coffee Co.,Saint Paul's Church Yard,EC4M 8AL,
5243940876,51.4879101,-0.141299,Caffé Foresta,Charlwood Street,,
5248381681,51.4636562,-0.1685755,Starbucks,Shop Stop @ Clapham Junction,SW11 1SA,Starbucks
5250680550,51.5018189,0.0310607,Starbucks,Halyard Place,E16 2TH,Starbucks
5255780024,51.4901453,-0.1499838,Ideal Cafe,Ebury Bridge Road,,
5260195025,51.543023,-0.1260244,Primrose Cafe,York Way,N7 9QG,
5260195026,51.5432262,-0.1257432,Villa Cafe,,,
5271208185,51.4946095,-0.1479811,Green Cafe,Eccleston Street,,
5272712866,51.4778758,-0.0253454,Costa,Giffin Street,SE8 4RJ,Costa
5274473904,51.4813992,0.036282,Baguette Cafe,,,
5283782505,51.5943848,-0.2855415,Joe's Bake and Bite,,,
5300082195,51.5072944,-0.1071077,Black Sheep Coffee,Hatfields,SE1 9PG,Black Sheep Coffee
5305322126,51.5197894,-0.1119972,Catalyst,Gray's Inn Road,WC1X 8LT,
5305357622,51.5120907,-0.0969782,The Wren Coffee,Queen Victoria Street,EC4V 4BJ,
5305477362,51.4910844,-0.2689572,Rhythm and Brews,,,
5306722158,51.4903167,-0.1567326,Chucs Cafe Chelsea,Lower Sloane Street,,
5306823674,51.4657703,-0.1036204,The Platform Cafe,Ridgway Road,SW9 7AH,
5307682143,51.5805137,-0.1244425,Kids N Joy,Park Road,N8 8TE,
5312104442,51.5222531,-0.0751363,Quaker Street Coffee & Bubble Tea,Quaker Street,E1 6SZ,
5318082011,51.5146858,-0.1051258,Establishment Coffee,St. Bride Street,EC4A 4AS,
5335175424,51.4015252,-0.3044934,Italian Taste,Surbiton Road,KT1 2HT,
5336855301,51.4629418,-0.16997,Clapton Craft,,,
5337176744,51.4992608,-0.1384479,The Royal Quarter Cafe,Buckingham Gate,SW1E 6AL,
5337347121,51.5319145,-0.1808385,Abbey Cafe,Nugent Terrace,,
5341303120,51.5140173,-0.0824258,Black Sheep Coffee,Leadenhall Street,EC3V 4AB,Black Sheep Coffee
5344789323,51.5123368,-0.0838095,The Good Yard,Bull's Head Passage,,
5348734800,51.4796646,-0.126506,Unknown,,,
5349696327,51.4704732,-0.4511005,Costa,,,Costa
5350044732,51.5176929,-0.125239,Camera Museum,Museum Street,WC1A 1LY,
5368216840,51.4647827,-0.1301215,Coffee Delight,,,
5368871229,51.4449937,-0.1892163,Earlsfield Grocer,Garratt Lane,SW18 4SL,
5370161534,51.5116476,-0.0829634,Black Sheep Coffee,Fenchurch Street,EC3M 6BB,Black Sheep Coffee
5370712246,51.5770481,0.1795623,Costa,,,Costa
5370712251,51.5764686,0.1798525,Patisserie Valerie,,,Patisserie Valerie
5370712273,51.5762744,0.1811273,Starbucks,,,Starbucks
5370783379,51.5746567,0.1822074,Happy Coffee,,,
5370783641,51.5765689,0.1824004,Costa,South Street,RM1 1NL,Costa
5370783768,51.5767513,0.1828182,Poppins Restaurant,,,
5375552648,51.5999952,-0.4095148,Cafe Hills Northwood,Joel Street,HA6 1LL,
5375552650,51.608857,-0.4148988,The Coffee Shop,,,
5375552659,51.6057545,-0.4169978,Tastes of Portugal,High Street,HA6 1BN,
5375762941,51.4741451,-0.0831601,BrewBird,Peckham Road,SE5 8UA,
5377811657,51.5819042,0.1769921,North Street Cafe,North Street,RM1 1DL,
5382875205,51.5784232,0.1799727,Cafe Bueno,High Street,RM1 1HR,
5382875521,51.5799339,0.1820299,Sunrise Cafe,Market Place,RM1 3AB,
5382875529,51.5798128,0.1836605,Cafe Liberty,Laurie Walk,RM1 3RT,
5382875534,51.5796748,0.1832272,Cafe Fino,Market Place,RM1 3ER,
5383017087,51.5779715,0.1828708,Starbucks,,RM1 3RL,Starbucks
5383017103,51.5783344,0.1835263,Zenerjii,,RM1 3RL,
5383017111,51.5777584,0.1826032,Millies Cookies,,RM1 3RL,
5383017328,51.577267,0.183109,Costa,,RM1 3RL,
5383017332,51.577267,0.1826412,Italianissimo,,RM1 3RL,
5383017340,51.5771619,0.1823745,Gingham Kitchen,Stewards Walk,RM1 3RL,
5398535323,51.5611026,-0.0833495,Petit Coin,Stoke Newington Church Street,N16 0UL,
5401978030,51.5619784,-0.2835202,Ecco'la,Wembley Park Drive,HA9 8HF,
5401978065,51.4995341,-0.114122,Travel Café,Westminster Bridge Road,SE1 7HR,
5409238758,51.4990988,-0.1762931,EEE Café,,,
5409238759,51.4980744,-0.177943,Library Café,,,
5415089300,51.5219756,-0.1302165,Costa,,,Costa
5416084202,51.5760778,-0.3712091,Scoopers,,,
5418254914,51.4681236,-0.2672846,Giardino 14,Sheen Lane,SW14 8LL,
5418445321,51.5011931,-0.1043555,Foundry Cafe,Blackfriars Road,,
5418859752,51.5276491,0.0052431,Rial,Memorial Avenue,E15 3BT,
5433811331,51.614363,-0.2483147,Mill & Brew,,,
5435868512,51.5178122,0.0131291,Creamy Coffee,Barking Road,E16 1EN,
5451273857,51.5119908,-0.1322536,simit sarayi,,,
5456244922,51.5228392,-0.1242032,Fortitude,Colonnade,WC1N 1JA,
5460589021,51.5371791,-0.0614847,El Ganso Cafe,Broadway Market,E8 4PH,
5463938683,51.5120328,-0.1321518,Mochi Mochi,,,
5471531144,51.498492,-0.201521,Primrose Bakery,Kensington High Street,W14 8NZ,
5472309622,51.4710792,-0.0702339,Zionly Manna Vegan Caribbean Cafe,Rye Lane,SE15 5BY,
5480555678,51.51462,0.0075168,Costa,Silvertown Way,E16 1ZF,Costa
5483400321,51.5198448,-0.0752198,Merkamo Vegan Stand,Horner Square,E1 6EW,
5483773106,51.5245916,-0.08191,Essence Cuisine,,,
5483793321,51.521053,-0.1352004,Vantra Eden,Tottenham Court Road,W1T 4TB,
5485652751,51.5111839,-0.133659,Chatime,Shaftesbury Avenue,,Chatime
5489877121,51.5132349,-0.1417176,Ergon Deli,Maddox Street,W1S 2QQ,
5492355121,51.5153723,-0.1513594,Crosstown,Picton Place,,
5493180507,51.504243,-0.0956797,Ethical Caffeine,Flat Iron Square,SE1 0AB,
5494310878,51.5114548,-0.1355047,Jumbo Eats,Brewer Street,,
5498271134,51.4950764,0.0707334,House of Denna,No 1 Street,SE18 6ST,
5499048129,51.5109903,-0.1347289,Over Under Coffee,,,
5509468424,51.4950598,-0.1732897,Glamarama Green,Exhibition Road,SW7 2HE,
5513714992,51.5184907,-0.1435527,Caffè Nero,World Piazza,,Caffè Nero
5516219822,51.511174,-0.1034394,Costa,Queen Victoria Street,EC4V 4DY,Costa
5522505121,51.5128963,-0.1184756,Lundenwic,Aldwych,WC2B 4DA,
5522707324,51.5143804,-0.1261664,Jacob the Angel,Neal's Yard,WC2H 9DP,
5525108913,51.5142579,-0.1667129,Saint Aymes,Connaught Street,W2 2BB,
5526347181,51.4738889,-0.2133456,The Glasshouse Café,Bishop's Avenue,SW6 6EE,
5527019921,51.5130347,-0.1506342,Popina,Duke Street,W1K 5PF,
5527962352,51.5877365,-0.2521362,Costa,Edgware Road,NW9 6LP,Costa
5532725375,51.5353993,-0.3940793,Unknown,,,
5532725391,51.5356803,-0.3935888,Unknown,,,
5535383679,51.5994459,0.0201538,Dada,High Road,E18 2PB,
5535722123,51.5131739,-0.1364681,Fresh Healthy Eating Cafe,Lexington Street,,
5535817121,51.4173388,-0.1781773,Costa,Christchurch Road,,Costa
5536112071,51.5132733,-0.1367147,Italian Bear Chocolate,Broadwick Street,,
5536994661,51.5136074,-0.1361628,Cafe Nespresso,Broadwick Street,,
5545624324,51.4507937,-0.0060853,Found Hope,Hither Green Lane,,
5549107256,51.4585178,0.003713,Awesome Cafe,Lee High Road,SE13 5PJ,
5552343719,51.5620676,-0.1494459,GAIL's,Swain's Lane,N6 6QX,GAIL's Bakery
5554630233,51.4340786,-0.1850806,Stadium Cafe,Garratt Lane,SW17 0PD,
5564244375,51.5109378,-0.075229,Flock,Minories,EC3N 1LA,
5565704286,51.512564,-0.1387954,SO Pure Café,Kingly Court,,
5568368539,51.5126986,-0.1386927,Acai Berry,Kingly Court,,
5572221674,51.5461218,-0.4795725,Harris + Hoole,High Street,UB8 1JN,Harris + Hoole
5575907160,51.5205456,0.1078642,Riverside Coffee Lounge,Minter Road,IG11 0TH,
5575990373,51.5407696,-0.2992471,Apple Tree Cafe,,,
5576121824,51.409221,-0.2133959,Galaxy Cafe & Restaurant,Kingston Road,SW20 8LX,
5577985238,51.6087377,-0.2772821,Food for Thought,High Street,,
5586551212,51.5039536,-0.0856095,Costa,,,Costa
5590930021,51.363004,-0.1733399,Unknown,,,
5592025322,51.5469047,-0.2041805,Costa,Kilburn High Road,NW6 7QL,Costa
5606827754,51.4960134,-0.2745091,Kafe 23,,,
5613868313,51.4749161,-0.1369195,Cafe Santacruzense,Condell Road,SW8 4JA,
5615972743,51.5269158,0.0083756,Grassroots,,,
5624136034,51.4893598,-0.2873651,Roastery,,,
5630578575,51.5137074,-0.1424784,Benugo,Hanover Street,W1S 1YA,
5633817823,51.5491894,-0.0769033,Brunswick East,Gillett Street,N16 8JH,
5634050678,51.5134138,-0.1418409,Aline of Lebanon,Maddox Street,,
5637458321,51.5130242,-0.0151469,Maureen's Pie & Mash,Market Way,E14 6AH,
5639314133,51.5465479,0.0857361,Barking Park Cafe,,,
5650354932,51.4405084,-0.187076,Double Bubble Cafe,Garratt Lane,SW18 4HP,
5670081456,51.4649466,0.0088711,La Petite Boulangerie Jade,,SE3 9SY,
5682883640,51.3294002,-0.1079562,Max & Andria's Top Cafe,Godstone Road,CR8 5JE,
5683731024,51.5095685,-0.1360341,Piggy's,Air Street,,
5688517956,51.4699261,-0.0677434,CLF Arts Cafe,Rye Lane,SE15 4ST,
5695229690,51.3581051,-0.1492679,Ginger Frog cafe,,,
5696763151,51.3598309,-0.1500372,Mazzi's Cafe,Woodcote Road,SM6 0NN,
5717825255,51.5579218,0.0178208,Tamping Grounds,Cann Hall Road,E11 3NW,
5718712761,51.5316704,-0.0367308,Loafing,Roman Road,E3 5QS,
5721626098,51.5078632,-0.1426978,Joe & The Juice,,,Joe & The Juice
5745685496,51.4750741,-0.2141991,The Magic Café,Fulham Palace Road,SW6 6TB,
5746706779,51.5107121,-0.1467325,Cafe L'express,,,
5747073934,51.553992,-0.1650218,Silverberry,,,
5749897909,51.6151844,-0.246083,Baw,,,
5749897918,51.6156301,-0.2454451,Brewed+Pressed,,,
5749897919,51.614264,-0.2486269,Costa,The Broadway,NW7 3LN,Costa
5756877171,51.512145,-0.1456703,Soho Coffee Co.,Grosvenor Street,,
5757685914,51.5121949,-0.1472464,Taylor St. Baristas,Brook's Mews,,
5762034693,51.6143024,-0.2477929,Café Broadway,,,
5762034708,51.6147496,-0.2466322,Leyla,,,
5762034724,51.6026303,-0.2641842,Eats & Bits,,,
5765224960,51.5270248,-0.096072,Barbican Cafe,,,
